id,name,lat,lng
B0L65YMXVE,逸安启超级充电站(逸安启超充站-南京万象天地),32.022083,118.77985
B0GDTC08WO,星星充电汽车充电站(新街口金鹰),32.041022,118.780005
B0HAVS9XSF,星星充电充电站(新街口金鹰站),32.040967,118.780008
B0FFM0R1ZO,速通充电站(南京市第一医院本院),32.01756,118.783812
B0JUV7785Q,华润充电站(万象停车场),32.022758,118.778809
B0KGTN9GGN,闪开汽车充电站(文安街站),32.012714,118.801926
B0JU6L0VN7,云快充汽车充电站(绿城南航花房),32.03648,118.819214
B0KA57ELQI,特来电汽车充电站(凯迪拉克IQ尊享超充站南京ist艾尚天地站),32.046559,118.784816
B0IKVLJCF2,开迈斯汽车充电站(南京市金轮国际广场站),32.0428,118.78004
B0JKDU41F7,凯迪拉克IQ尊享超充站(南京ist艾尚天地站),32.046559,118.784815
B0FFHSO760,江苏绿城信息汽车充电站,32.038844,118.818931
B0JDBDBR4E,汽车充电站(南京星星华山饭店星星充电站),32.049993,118.804578
B0KKPSCHFL,小鹏超级充电站(开放运营-小鹏S4超快充南京艾尚天地站),32.04735,118.78502
B0J0J6I081,小桔充电汽车充电站(老门东P3停车场),32.012658,118.789097
B0J1G7D4HN,极氪能源超级充电站(南京艾尚天地超充站),32.047653,118.78504
B0K2ZU3OP3,蔚来能源超级充电站(南京融通华山饭店),32.05006,118.804794
B0IK3SNBK3,开迈斯汽车充电站(南京市IST艾尚天地站),32.04761,118.78488
B0H32R4OV4,云快充汽车充电站(佳充新能源),32.044477,118.780779
B0H6AAKVQ5,特斯拉超级充电站(南京艾尚天地),32.047984,118.78466
B0KK2UI7WA,蔚来能源汽车充电站(南京融通华山饭店),32.05011,118.80481
B0I665FD9P,星星充电汽车充电站(南京星星华山饭店充电站),32.049946,118.80624
B0HGCSIO9A,开迈斯充电站(雅居乐长乐渡),32.014115,118.784705
B0J356QHLJ,小桔充电汽车充电站(老门东P1停车场液冷超级),32.013161,118.786055
B0K0J53S73,星星充电汽车充电站(龙蟠南路灯杆487号站),32.00975,118.79679
B0KGF4WX9L,超翔汽车充电站(后标营35号),32.031494,118.82398
B0JUMHCQS9,南京易充汽车充电站(易充网秦淮区光华东街6-6号路边点位),32.023953,118.822765
B0JG6CPJB1,广汽能源汽车充电站(南京金鹰广汽能源快充站),32.050957,118.785565
B0HGCSI1P8,开迈斯充电站(雅居乐花园),32.008703,118.796771
B0KALP8POC,汽车充电站(Hi ZOOM充电站南京金蝶软件园),32.038025,118.82359
B0K03S176E,南京易充汽车充电站(易充网玄武区荷包套锦江之星旁路边站点),32.053032,118.80449
B0J356T1PL,星星充电汽车充电站(龙蟠南路灯杆497号站),32.008575,118.796439
B0G125LV4B,南京易充充电站(鱼市街92),32.052334,118.787362
B0KK75JMUK,星星充电汽车充电站(星星充电-观门口),32.01704,118.819844
B0KUDG6QPV,特斯拉目的地充电站(南京维景国际酒店目的地充电站),32.04076,118.82276
B0KDGKDZ5Y,南京易充汽车充电站(易充网秦淮区城开家园北京华联西150米路边站点),32.01746,118.820175
B0K0ON3BE8,闪开汽车充电站(南京秦淮旭光西路养老院),32.00748,118.800156
B0KDGKDCL1,南京易充汽车充电站(易充网秦淮区罗廊巷2号小区路边站点),32.038483,118.77046
B0K164M6AF,均悦充汽车充电站(南京建宇大厦二期),32.03073,118.769325
B0KKP4980H,均悦充汽车充电站(南京建宇大厦住宅部),32.03113,118.76936
